produce,buyer_type,rolling_avg,month,is_festival,weather_rain,weather_heat,price_level,demand,produce_enc
Cabbage,1,71.83241379976837,12,0,0,0,15.896616493053376,65.08894306153032,3
Spinach,1,17.035406528037132,10,0,0,1,21.827510779666504,17.941125121992876,9
Cabbage,0,147.42550353006473,4,0,0,1,19.068457569455155,126.63480400802237,3
Spinach,1,138.28793726920742,12,0,0,1,22.843264374730914,136.24692901852117,9
Mango,0,52.012690667407654,5,0,0,1,79.63453456228996,54.691708154546625,6
Tomato,0,72.87523848838292,3,0,0,0,24.039588007189934,64.97406637790897,0
Mango,2,43.65403579756398,5,0,0,1,55.130170823360544,48.676238314694935,6
Potato,0,67.32160245655862,10,0,0,0,18.09964881952743,69.66881827299646,1
Banana,0,143.71833999067792,5,0,0,1,36.31139737397293,140.51054586988408,5
Brinjal,1,183.60794170557057,6,0,0,0,19.11746775254908,182.39036393225172,13
Cabbage,2,71.11447413623581,2,1,1,1,21.500234196775885,68.9346842291825,3
Mango,0,194.0637246270152,2,0,1,0,108.82514220092096,205.37508891084994,6
Apple,0,26.952753050304384,4,0,0,1,92.63243530422467,26.902588984318452,7
Tomato,1,123.38685932893007,11,1,0,1,22.779106404912703,131.5392634238542,0
Banana,0,159.03297675267527,12,0,1,0,27.217724199400937,150.9374424357658,5
Potato,1,47.52830856684909,4,0,0,0,23.87576351022483,41.47205585068056,1
Cabbage,2,17.35993285084588,7,0,0,0,13.213724015913717,18.973081859176347,3
Onion,0,20.533657274484966,5,0,1,0,28.75400027381918,24.12276194694993,2
Cauliflower,2,109.58354435615935,4,0,0,0,21.46049061162325,118.8412832207839,10
Banana,0,173.40870204143283,10,0,0,0,37.71186727336119,156.40944988271872,5
Apple,1,68.7048146231092,5,0,0,0,109.90251188596105,60.39987188972334,7
Mango,0,83.0183324687238,1,0,1,0,66.6182051504732,102.73274533444736,6
Tomato,0,73.38828581826974,6,0,0,0,20.52701304713323,79.7469006079002,0
Carrot,2,145.67702448340938,12,0,1,0,43.36037081139357,168.94601364491163,4
Guava,2,35.91261107321599,10,0,0,0,54.42456419739718,34.77031111792001,12
Guava,1,156.42332952760106,11,0,0,0,37.892594962260404,172.65915324372224,12
Banana,0,126.47286371988827,10,0,1,0,37.40796547697586,112.38658607194645,5
Cabbage,0,168.47744129819705,6,0,0,0,21.44383975494466,142.48869696840669,3
Cauliflower,0,75.6911548629637,8,0,0,0,21.629980888681917,89.47158791349332,10
Onion,2,40.5981351408728,1,0,0,1,18.612176195056215,46.16337463467771,2
Guava,0,30.961346444649596,5,0,0,1,39.03570970920441,36.82611381586754,12
Brinjal,1,158.57309349456796,1,0,0,0,20.88671255989076,150.06151786584908,13
Carrot,1,45.117628494088905,8,0,1,0,29.478642888854743,46.05540515361965,4
Orange,0,32.607310359939355,7,1,1,0,72.27598439975648,39.212809791079344,8
Spinach,1,140.68040577336356,1,0,0,0,16.940109483277464,164.43590897021997,9
Grapes,2,166.67041336340222,1,0,1,0,62.51063443057078,171.87321015763158,11
Cauliflower,0,196.07705359815566,2,0,1,1,27.778604879384766,246.12928430073168,10
Banana,0,117.2478680253851,4,0,0,0,29.210354150884395,137.16805161605313,5
Guava,2,178.4560737737312,1,0,0,0,48.49149212988942,142.971669514731,12
Cabbage,2,96.31641309179274,5,1,1,0,17.75290794741414,118.66495001829894,3
Grapes,1,155.89485988295638,8,0,0,1,68.94145860963793,148.68222427683767,11
Carrot,1,90.63045423471665,4,0,0,0,36.883387127048465,79.68515285268644,4
Apple,0,143.88651862227468,2,0,1,1,93.46414493549584,149.26025159519182,7
Grapes,1,57.82746086938348,11,0,0,0,109.00061878042825,64.3605665001064,11
Carrot,1,103.20628121472862,3,0,0,1,36.168231529284284,101.9946265438276,4
Spinach,2,72.29659360888931,3,1,0,0,15.964592625805455,101.31007926980737,9
Apple,2,95.67034841679104,10,0,0,0,87.91122810539986,111.25962410950854,7
Mango,0,15.65375521936586,9,0,0,1,105.52585058083258,14.287413768058357,6
Carrot,0,126.87578132172015,6,1,0,0,37.792849371466986,168.32886019536434,4
Tomato,0,176.13613667769357,10,0,0,0,26.545556397715025,173.6824911091049,0
Spinach,2,172.58233889385463,4,0,0,0,24.06834130826795,160.03770029677105,9
Apple,0,111.385228921648,8,0,0,0,129.3976239328023,85.80825231299302,7
Banana,1,71.50239257158029,11,0,0,0,26.799586258472143,75.02398136300431,5
Potato,2,70.27545727846416,12,0,0,0,18.051288916844488,74.30921942327454,1
Cauliflower,0,145.58633559145062,8,1,0,0,32.28613252906419,197.99734783263168,10
Grapes,0,186.66132753638118,4,0,1,0,98.03334721744115,171.9705481302758,11
Grapes,0,139.1377503191641,6,0,0,1,96.93379924156267,134.28324950386548,11
Carrot,2,134.5498541145895,1,1,0,0,31.15740523731883,208.07253981802833,4
Apple,2,143.47636996935793,10,0,0,0,101.85254877523641,144.1537582173943,7
Cabbage,0,54.83308893238669,5,1,0,0,17.048156544871006,76.99905435455821,3
Spinach,2,82.2129249813778,1,0,0,1,26.789032266156255,77.29998402096788,9
Apple,1,90.68744717881208,8,0,0,0,136.2294491407929,92.36301368286067,7
Mango,2,83.12834804400713,6,1,0,0,102.78753868571275,102.60220264749374,6
Brinjal,2,120.91590047281377,3,0,0,0,24.6732162852269,115.42685056089526,13
Orange,2,65.3325352518844,5,0,0,1,53.35351562083646,64.93731156386747,8
Mango,0,139.97267342084518,11,1,0,0,101.3149541458296,151.71117038989945,6
Tomato,2,187.0414683708921,10,0,1,0,26.125959911095848,165.77617659438593,0
Onion,0,173.44306028739408,7,0,0,0,28.36319426305744,163.34575131182547,2
Carrot,2,92.31397000805838,12,0,0,0,27.748949791975768,84.37300679888378,4
Tomato,2,123.96185663413078,3,0,1,0,31.054484091402415,123.02991122933211,0
Tomato,2,120.27006731550944,8,0,0,1,30.21039470827383,108.17180444132376,0
Apple,0,53.3210786979844,5,0,0,0,95.71448972902817,55.85438942289096,7
Cauliflower,2,144.88025821435443,4,0,1,0,30.50767984485635,162.77239845622623,10
Cabbage,1,92.4967010027598,5,0,0,0,20.870967495858956,98.48398208067698,3
Brinjal,0,165.08312340336335,11,0,0,1,15.07215313875639,169.2641170547627,13
Orange,1,176.0491334771626,4,0,1,0,71.45943174920042,178.95124765217886,8
Apple,1,16.87536479041438,5,0,1,0,125.03994581289396,14.642613057433843,7
Apple,0,161.12846633975948,7,0,0,1,89.98943993949983,143.4773930511822,7
Orange,1,153.56221036550417,10,0,0,0,50.17921892913594,164.2641942103282,8
Potato,0,21.636206560924045,4,0,1,0,19.109607829189272,23.506040650409048,1
Cabbage,0,44.793217759226664,3,0,1,0,17.733628133098406,37.78663770824866,3
Cabbage,2,123.39149429801019,2,1,1,0,16.456697042398478,161.19156529938675,3
Onion,1,120.80547100497103,1,1,1,0,22.051891721247415,176.9179636722963,2
Apple,0,26.198847387340056,8,0,0,0,138.09527688879982,21.20032752665545,7
Grapes,2,73.88372580591373,4,0,0,0,92.42806211864246,82.09594998442377,11
Cabbage,0,122.99886762999772,2,0,1,1,18.540612319214237,109.23283332531186,3
Potato,2,41.98922902058194,7,0,1,1,22.815808805283492,45.34332490283191,1
Onion,2,198.4735066271892,10,0,0,0,19.616036115349782,178.47316249042896,2
Onion,1,58.50633880817202,9,1,0,1,26.533152943997408,68.33073384406899,2
Potato,0,111.59898269457402,6,0,1,0,15.678444865512306,119.5249772358586,1
Potato,1,26.223007408772474,8,1,0,0,21.17353481630815,32.68615103809279,1
Potato,1,158.19566093658955,4,1,0,0,16.61731936676548,227.5881705443322,1
Banana,1,77.01037759399011,12,0,0,0,35.177932778139784,74.24843892453923,5
Brinjal,0,188.87220940419775,6,1,1,0,19.861913687719174,265.43520990473655,13
Tomato,1,112.01554478465337,1,0,0,0,22.99579275513176,101.39110991467247,0
Banana,1,91.46046231653357,2,0,0,0,25.01859063649563,92.30469141221567,5
Grapes,0,13.48708373671585,4,1,0,0,63.72512345090916,18.574169348804634,11
Guava,0,148.59243912168685,7,0,0,0,31.8295178108373,146.49376665473014,12
Brinjal,1,57.86417553341465,5,0,0,1,15.274291019459573,55.566173043308474,13
Carrot,0,184.60340893470465,6,0,0,0,44.981651717438965,147.3918210620121,4
Mango,1,107.88555048035509,9,0,0,0,60.65540202655027,107.19675327798534,6
Cabbage,2,174.35907418864247,11,0,1,0,15.127369788279267,188.53380341810262,3
Cabbage,2,40.48973521168303,8,0,0,0,19.422901409026714,35.27457681653013,3
Cauliflower,0,83.64353363889241,11,1,1,0,28.44618932528583,102.25489975824416,10
Carrot,1,48.503836544574035,10,0,1,0,37.865517647206715,53.74513495050357,4
Potato,1,50.177517391917945,7,0,0,0,23.892532429348716,46.10945434652326,1
Tomato,2,194.80245802299152,3,1,0,0,31.12111400916574,254.0879322816418,0
Potato,1,156.80529837759744,12,0,1,0,18.00878317860882,156.77774655367315,1
Tomato,2,108.66076194601439,12,0,0,0,28.50755753417203,91.61989659507299,0
Cauliflower,0,194.42715297732778,6,0,1,1,33.65029140062909,209.82288933724672,10
Potato,2,19.734348599680064,7,0,0,0,24.663262632072687,17.020011889420438,1
Mango,1,29.998515596747783,6,0,0,1,50.52298298805333,33.79550670836542,6
Grapes,0,50.396268722988104,7,1,1,0,92.51670642679633,67.9286434671261,11
Onion,2,58.13839480987147,8,0,0,0,26.6467447247259,59.35451899230931,2
Cauliflower,1,118.9681022776006,11,0,0,0,28.914774667208526,87.26936196750034,10
Potato,0,121.39908714998808,4,0,0,0,22.961300909464708,129.27256879482292,1
Orange,0,14.123217377938708,4,0,1,1,59.47246037604682,15.034456447627548,8
Guava,0,88.1219158852486,11,0,0,1,32.60447096898746,91.42627830725407,12
Brinjal,1,127.63464004971873,1,0,0,0,20.758218365217513,125.03063839619186,13
Spinach,1,82.04962666671423,5,0,1,0,21.594718756847488,90.90085986385823,9
Onion,1,123.13742359079426,1,0,0,0,19.38957511819781,111.68984111534427,2
Tomato,1,106.69140694020702,7,0,0,0,21.886572856672792,123.62393911696196,0
Guava,0,131.346174660339,4,0,1,0,53.07138870244235,158.84731543733002,12
Brinjal,2,176.93236741631176,9,0,0,1,22.29579255284591,177.12927727791498,13
Onion,1,166.8169204380755,11,0,0,0,22.612780103392755,171.47857700873388,2
Guava,0,131.8639890421423,11,1,0,1,54.4683346106449,176.74119879370792,12
Mango,2,36.37480378253514,12,0,1,0,55.94576439925895,39.293402856645926,6
Carrot,0,182.7681235786235,8,0,0,0,29.39362901146271,199.33941262680975,4
Brinjal,0,55.376199594642515,9,0,0,0,20.117640055755714,59.43636485829607,13
Carrot,1,78.03712428095064,10,0,0,0,27.566641011961785,71.264311142164,4
Carrot,2,13.242429147552915,4,1,0,0,34.95933544880223,16.758125659092922,4
Potato,1,107.65642519124307,12,0,0,1,17.606368473139735,122.01979585290263,1
Carrot,2,177.4353689272052,8,1,0,0,26.064949292513028,217.0963605036182,4
Mango,1,26.61911355828297,2,0,0,0,61.46942627435203,34.55196302689833,6
Grapes,1,153.44253391821118,5,0,0,0,85.98104689481627,171.77629605660363,11
Grapes,2,77.11806889418226,10,0,0,0,91.05554892715936,74.66647227354682,11
Cabbage,1,162.73499242450555,8,1,1,1,14.319338052633348,203.22584263654463,3
Apple,1,122.19033976427328,8,1,0,0,100.94125973929515,168.12414982644563,7
Banana,2,29.846216545075805,5,0,0,0,28.15872282871275,28.270645006208536,5
Apple,1,78.46958219331027,6,0,1,0,98.9640673978472,78.22626361202742,7
Tomato,1,133.22602274873782,11,0,0,0,25.207487287750446,150.31139178591903,0
Banana,0,120.58522940887977,6,0,0,0,37.30801744907603,109.38073264739192,5
Spinach,2,169.5768281041135,12,1,0,0,18.543301902471818,227.15762059793548,9
Orange,1,139.91572389425176,4,0,0,1,66.68983197603961,133.17198065267098,8
Grapes,0,41.40491058620283,4,0,0,0,65.05807618134043,34.62932494226216,11
Carrot,1,87.19316033017684,5,0,0,0,32.62374370344523,92.55964661595415,4
Onion,1,184.0139837436492,4,0,1,0,23.10169675689624,184.1372113121412,2
Apple,2,122.766356649153,10,0,0,0,119.21301462487199,118.78979416649653,7
Carrot,2,84.77087973799252,10,0,0,0,31.368657948338775,85.26184149360977,4
Cabbage,0,191.91478735078988,8,0,1,1,17.28034559571314,145.81153195364365,3
Brinjal,1,14.909816423684415,7,0,1,1,23.5653752353659,13.159339934835076,13
Mango,2,19.426431116064713,3,0,0,0,109.97065001697155,17.86517068476816,6
Orange,2,43.71972526958057,12,0,1,0,68.03187440062877,41.03416269580078,8
Mango,2,110.19811463598815,1,0,0,0,79.68485077816925,98.99662248535867,6
Grapes,0,81.11294487880227,8,0,1,0,88.29725567793366,86.04631475681474,11
Spinach,0,164.47214837692343,3,0,0,1,17.672299968691938,184.32599484377664,9
Apple,1,65.73177363925197,10,0,0,0,92.66397412699303,72.70195733573576,7
Grapes,2,142.19133559672443,6,0,0,0,87.52272767156637,112.48883835438532,11
Cabbage,1,153.1301897471995,10,0,0,1,19.573614765359693,140.16474250648906,3
Orange,2,102.57964129705294,6,0,0,0,47.85120850600006,109.70786524963638,8
Cabbage,1,100.62162437394646,1,0,0,1,20.033942306762775,83.79695412175846,3
Guava,2,122.93014277702467,8,1,0,0,32.55306562879549,175.86156673954886,12
Spinach,2,31.629235938779377,9,0,0,0,21.3950639998524,32.910217050292275,9
Tomato,0,94.74223220248325,7,0,0,0,29.560420867638634,77.55257868238067,0
Guava,2,84.47426651080887,8,1,0,0,38.738178252492844,117.45275514213903,12
Grapes,1,14.996033507093832,12,0,0,1,90.77851003889245,13.950801591183287,11
Apple,1,129.30731047328402,6,0,0,0,81.98503062677253,133.22615536953228,7
Potato,1,64.50768365235805,4,0,0,0,19.10584656323791,65.44558426976054,1
Mango,0,38.05827253578173,11,0,0,1,114.44003951994596,40.96888821228993,6
Mango,1,25.28562993215571,12,0,1,0,69.6818497016433,27.534122288838493,6
Onion,1,95.99210485251464,7,0,0,1,28.472372281290795,83.96853126815859,2
Carrot,1,91.95858762954293,7,0,0,0,36.362133261819224,92.49253321835846,4
Cabbage,1,162.4521295664076,4,0,0,0,21.453938405464392,150.09534383949068,3
Carrot,0,123.14320343560846,4,0,0,0,31.468222648547325,130.59984977394805,4
Cabbage,2,82.02936217163271,2,0,1,0,13.196425245390557,81.76216522710945,3
Banana,0,110.84518118717315,9,0,1,0,28.739186072508275,91.57848504862037,5
Spinach,1,92.51025245850637,6,0,0,1,26.781648434028874,77.07143191299014,9
Grapes,1,198.5750174346545,11,0,0,0,62.8216440372174,175.17515554124859,11
Tomato,0,97.32117961150549,7,0,0,1,23.70520459933641,89.4163005149965,0
Brinjal,2,59.588824927563316,6,0,0,0,19.780307757748083,60.80479084736337,13
Brinjal,0,20.61854269079638,9,1,0,0,19.92867978838415,29.146965760605127,13
Spinach,1,42.123923611297066,4,0,0,1,23.242913638525792,40.51718581670686,9
Guava,2,167.0196633383687,4,1,0,0,37.370590400536344,209.0671704842907,12
Brinjal,1,157.45074792126238,5,0,1,1,24.813679748108296,140.5925297553391,13
Orange,2,148.36436951499218,4,0,0,0,42.3516230996972,141.86590346646253,8
Orange,0,66.07476038827312,7,0,0,0,42.080315915315865,78.52404850670864,8
Mango,2,197.44218155990453,8,0,0,0,110.2354381170082,239.72796407278366,6
Brinjal,0,146.55711198498452,10,0,0,0,23.959263178550223,123.04307871530784,13
Spinach,2,95.13616442149038,12,0,0,0,16.16721309228845,83.83450005383048,9
Potato,0,102.46713047285817,12,0,1,0,22.852440524656192,96.15423048591424,1
Potato,0,98.63468033311172,12,1,0,1,22.9109386418403,122.59426092961709,1
Spinach,1,99.73459495622329,10,1,0,0,16.992787680600486,143.73412712975303,9
Cauliflower,0,182.04432212765994,4,0,0,0,25.076683304936786,179.21209771200733,10
Cauliflower,2,47.93911475410115,3,0,0,0,32.49273425407674,47.566622774895635,10
Brinjal,2,19.943691598551407,5,0,1,0,23.818658623375185,20.08243963728981,13
Cabbage,2,40.528747477341696,10,0,0,1,17.7526181210067,30.30846344997085,3
Mango,0,130.8149490485451,4,0,0,0,115.4131751172642,107.84674992638107,6
Cauliflower,1,38.31051216889526,3,1,1,0,25.05684383788408,50.76326604702689,10
Tomato,2,167.9855166561123,3,0,0,0,28.8981111323733,183.5032479949282,0
Spinach,2,22.324564073262458,6,1,0,0,15.398195044499145,28.949574543466863,9
Banana,1,145.35554776031597,4,0,0,0,38.94025267275501,139.58497992231736,5
Tomato,2,186.90877616212657,6,0,0,0,32.51430532889319,169.064845469176,0
Guava,0,185.0078429979827,3,0,0,0,33.44016117546077,192.39193599059317,12
Apple,1,14.748631386317149,5,0,0,0,83.28409874261231,12.757321884020277,7
Potato,1,25.36561700090872,6,0,0,1,21.87436399776793,26.53748988707884,1
Guava,0,49.938991093287264,7,0,0,0,49.138691240699245,48.85998361335633,12
Spinach,0,84.70334805336948,6,0,0,0,23.042154178195048,86.05722369139883,9
Grapes,0,184.07095723696952,2,1,1,0,75.26454149157819,255.60456367133574,11
Apple,0,64.45127203778776,7,0,0,1,131.97680638444618,58.525884676563386,7
Spinach,0,108.54882326702392,2,0,1,1,21.972941974847352,106.5173737810196,9
Carrot,2,51.54916190468836,2,0,0,0,28.141893456295783,43.495656224616525,4
Carrot,2,191.47759626340383,8,1,0,0,31.283895068978502,267.34807229484454,4
Carrot,0,89.57758208651923,6,0,1,0,34.651439073535514,92.21429266061905,4
Mango,0,60.29500714990802,1,1,1,1,110.01989923882363,81.94236413719997,6
Tomato,2,54.85884610169703,1,0,0,1,23.76603700390468,51.389254251723756,0
Spinach,2,197.55947668118105,9,0,1,0,22.10881166231648,227.87403897917326,9
Potato,0,194.02578027788766,5,0,1,0,16.491382175574714,185.57103779807696,1
Spinach,0,101.71915421227294,1,1,1,0,15.181390422090123,164.15579744736206,9
Carrot,2,29.073468628787108,3,0,0,0,40.70129596298447,20.36286587071603,4
Carrot,1,23.129166779224875,9,0,1,0,26.462661373370945,23.18370956179381,4
Cauliflower,1,58.262558179175194,5,0,0,0,20.911329096349704,51.06115426123262,10
Mango,2,113.54498985023105,10,0,0,0,69.69639424988496,133.86811987397004,6
Cauliflower,1,167.82229633839944,6,0,0,0,24.57276732098346,178.13113399183933,10
Mango,2,171.06109121355135,2,0,1,0,108.04991470215174,171.5774813732007,6
Tomato,0,66.55926529878671,7,0,0,0,21.30334906349072,75.4635065755022,0
Guava,1,91.36517070172357,8,0,0,0,41.55241170187883,89.12658953446832,12
Carrot,1,70.63934738041624,7,0,0,0,35.35470248918675,69.18447587321111,4
Carrot,1,95.77259986303241,12,1,1,0,35.80257604129823,131.31280605778682,4
Orange,0,57.52952826486955,8,0,0,1,74.68425855800032,58.3238943390862,8
Guava,2,87.66579847581177,5,0,0,1,41.092981238416975,94.23957901043768,12
Tomato,2,185.4769969194793,7,1,0,0,22.136911193906002,221.33140274233875,0
Potato,0,190.00738092612636,2,0,0,1,24.16192208816557,180.965556051882,1
Cauliflower,1,147.15333407497994,9,0,0,1,28.69329034473172,158.542379274889,10
Cauliflower,2,140.93653100170863,7,0,1,0,25.499047506688324,129.9329834989632,10
Onion,1,18.777798145672612,5,0,0,1,29.827492725775834,18.668061785983,2
Grapes,2,39.87053573053285,10,0,0,0,90.80088959406811,42.12360905694598,11
Mango,2,100.0798569461337,11,0,0,0,85.7049377275467,99.79197454831213,6
Tomato,2,38.04657355588806,2,0,0,0,29.303176995557305,33.41484672705765,0
Tomato,0,185.64973229631778,5,0,0,0,22.631411933062473,186.88364990526807,0
Banana,1,146.24520812088485,9,0,0,1,35.0168562234853,166.2986561525827,5
Onion,2,61.29749723135376,5,0,1,0,27.795396277004762,67.11932589315846,2
Cabbage,0,66.9742100523502,12,0,0,0,20.507807151429276,56.503721681161444,3
Grapes,0,16.8959848248509,6,0,1,0,73.4496703317455,21.562203112067387,11
Cabbage,0,70.25443116745433,11,0,0,0,14.518849945297868,76.5128083795637,3
Mango,0,103.66684349943,4,0,0,0,112.44802502179292,91.33537259868832,6
Apple,1,165.967045084588,11,1,0,0,104.85372658047842,227.96472656334268,7
Cauliflower,1,188.56908343892138,3,0,0,0,20.629168940012867,189.21502539627483,10
Brinjal,0,63.38694884373652,2,1,0,0,19.478991925230638,82.54195744806215,13
Brinjal,0,114.86784897686526,2,0,0,0,24.84648687233554,116.60059572472576,13
Spinach,2,12.227392362371603,2,0,1,0,22.842543375307375,13.643176095107897,9
Mango,0,10.780441134044503,11,0,0,0,84.82489496386444,9.523928559291551,6
Cabbage,2,21.013248080732602,10,0,0,0,20.621807919496653,24.919723367865146,3
Cauliflower,2,37.67132484961955,7,0,0,0,33.5715661586719,39.62632769596171,10
Mango,0,52.664804312111066,3,0,0,0,56.429527975099035,49.61968803103632,6
Guava,2,60.179390320992084,1,0,0,0,43.37711524699511,53.9863617865839,12
Cauliflower,1,43.52180201843209,10,0,1,1,31.289593391784784,35.076658275078884,10
Onion,1,58.19088266471746,1,0,0,0,29.192409800013962,48.589617731070625,2
Cauliflower,2,161.36200269583975,7,0,0,0,30.898267653084215,142.11337371603798,10
Tomato,2,31.380090159431788,2,0,0,0,28.017761363445533,32.60741826138288,0
Tomato,0,11.596289612865354,4,0,1,0,27.344940698376167,9.705403681691957,0
Apple,2,186.16664601518198,1,0,0,1,132.2877195981676,151.40922179763558,7
Mango,2,115.88373944832789,2,1,1,1,93.04298942333865,157.10103859868784,6
Carrot,2,181.7403369231593,11,0,0,0,37.80970827139617,161.95122872997158,4
Grapes,2,77.73230093204631,3,0,0,1,96.17562590446411,74.06533668819127,11
Onion,0,83.81077253497864,2,0,0,0,24.37280859439917,74.04413486896996,2
Spinach,1,166.47248420553402,4,1,0,0,24.38309470850396,229.05815180418116,9
Tomato,2,135.93407788745532,9,0,0,0,28.366965870154935,129.80407658689512,0
Carrot,2,162.56786068680697,6,0,0,0,41.446762690141426,173.79607017572533,4
Banana,2,15.515504718895809,4,0,0,0,30.604743851047328,15.290011052005879,5
Brinjal,0,51.20600209252096,10,0,0,1,17.33737094794319,55.537145028141744,13
Onion,1,157.63266248174574,3,0,0,0,28.98922221251354,139.33289490229873,2
Cabbage,1,65.9357467348631,5,0,0,0,21.52954425917217,63.05287436343589,3
Cabbage,2,183.57615189614626,7,0,0,0,12.697727506029333,188.1046757140444,3
Apple,1,108.64795605901166,7,0,0,0,82.3467492836641,118.85663854276217,7
Apple,0,41.48499254360901,5,0,1,0,95.6782150943489,48.999197487762686,7
Banana,1,75.75388743721308,2,0,0,0,29.17492789816906,69.64626573660671,5
Spinach,2,91.83561322495864,10,0,0,0,23.470184121901458,82.48948398486473,9
Orange,1,107.695244034029,9,0,0,0,55.541951575251936,110.26027801541171,8
Banana,2,107.96137170940482,8,0,0,1,25.986115426588302,114.95950003837977,5
Orange,2,74.01626788788903,10,0,0,0,74.14590394592696,72.69053012565628,8
Onion,0,191.06183929097648,7,0,0,0,25.232404853699403,202.89155892569437,2
Brinjal,1,127.25531545719582,6,0,0,0,19.206831241064037,116.33994739931661,13
Mango,2,122.61447122707312,2,1,0,0,55.02451534703992,170.6368758406477,6
Banana,0,28.140043751678203,9,0,0,1,31.299550358495857,30.69372828345437,5
Orange,2,96.66904596049048,4,0,1,0,61.1480288652332,111.20381963840944,8
Grapes,2,149.18720082546935,3,0,0,0,82.78375635324447,128.33233074184167,11
Orange,0,44.30646154117888,12,1,1,0,40.487818754854146,61.919765180569044,8
Mango,0,21.958315273400093,12,0,0,0,55.91602682004817,19.998540903952335,6
Guava,1,23.754649902396114,4,0,0,0,46.08077506652417,21.596587698204964,12
Potato,1,11.013946574618739,6,0,0,0,24.308069678476016,11.555971004539758,1
Potato,2,198.05477072649293,4,1,1,0,24.402833470822383,277.0010851988541,1
Carrot,0,164.3786747094925,8,0,0,1,29.15674618252718,168.51163900624644,4
Apple,1,105.43664115792637,10,1,0,0,96.2312175012592,153.88026324437135,7
Guava,0,46.55453008270406,3,0,0,0,44.15773261414074,36.791844768452556,12
Carrot,2,60.10125109550523,6,0,0,0,38.094684179314285,58.961600319448735,4
Cabbage,2,62.44609953021334,4,0,0,0,21.213842566534264,66.52737668248737,3
Onion,1,95.83944445455177,3,0,0,0,20.380363274881017,92.53253692346148,2
Carrot,0,108.20732805499875,9,0,1,0,25.434948612796873,104.99840221780008,4
Grapes,0,11.872856492720855,11,0,0,0,73.48357508197628,10.042574191097428,11
Tomato,1,151.00637940068248,11,0,0,0,22.690914096677936,190.41073979606358,0
Cauliflower,1,95.5649013137518,1,0,0,0,31.3307318195985,89.0415902619397,10
Spinach,1,134.6550934041149,9,1,0,0,27.635538664035376,151.63845878222338,9
Onion,2,23.44229236013937,7,1,0,0,22.02597981832594,30.895144438955782,2
